protocol,representation,model,fold,candidate,params_json,inner_rmse_mean,inner_rmse_std,rank
fold_state_stratified,C0_base,PCA_RBF,3,3,"{""alpha"": 0.1, ""gamma"": 0.05, ""n_components"": 16}",4.045703666067121,0.07507537807984292,3
fold_state_stratified,C0_base,PCA_RBF,3,4,"{""alpha"": 10.0, ""gamma"": 0.05, ""n_components"": 16}",4.0460057727690595,0.074959478795652,5
fold_state_stratified,C0_base,PCA_RBF,3,5,"{""alpha"": 1.0, ""gamma"": 0.1, ""n_components"": 24}",4.046039363319838,0.0749465911048464,6
fold_state_stratified,C0_base,PCA_Poly2,3,0,"{""alpha"": 1.0, ""gamma"": 0.1, ""n_components"": 8}",0.8014919628521437,0.1454594196939032,1
fold_state_stratified,C0_base,PCA_Poly2,3,1,"{""alpha"": 1.0, ""gamma"": 0.05, ""n_components"": 16}",1.9128368832029645,0.20548401261209295,5
fold_state_stratified,C0_base,PCA_Poly2,3,2,"{""alpha"": 1.0, ""gamma"": 0.02, ""n_components"": 24}",1.612006888114075,0.29020980124801493,2
fold_state_stratified,C0_base,PCA_Poly2,3,3,"{""alpha"": 0.1, ""gamma"": 0.05, ""n_components"": 16}",1.9250070642442196,0.21212415722034403,6
fold_state_stratified,C0_base,PCA_Poly2,3,4,"{""alpha"": 10.0, ""gamma"": 0.05, ""n_components"": 16}",1.8326499878181746,0.17916399821185922,4
fold_state_stratified,C0_base,PCA_Poly2,3,5,"{""alpha"": 1.0, ""gamma"": 0.1, ""n_components"": 24}",1.8217317241362754,0.3505098029455766,3
fold_state_stratified,C0_base,Ridge,4,0,"{""alpha"": 0.1}",0.5822481944310104,0.041818175997103565,5
fold_state_stratified,C0_base,Ridge,4,1,"{""alpha"": 1.0}",0.5814855460069667,0.04188720077797435,4
fold_state_stratified,C0_base,Ridge,4,2,"{""alpha"": 10.0}",0.5745388139933295,0.04259776567312366,3
fold_state_stratified,C0_base,Ridge,4,3,"{""alpha"": 100.0}",0.5380339848692043,0.0489813530704095,2
fold_state_stratified,C0_base,Ridge,4,4,"{""alpha"": 1000.0}",0.5075548597196572,0.06143490382100576,1
fold_state_stratified,C0_base,Ridge,4,5,"{""alpha"": 10000.0}",0.6303287513261925,0.03414068660599936,6
fold_state_stratified,C0_base,ElasticNet,4,0,"{""alpha"": 0.001, ""l1_ratio"": 0.1}",0.5952234738879097,0.04438972560261537,4
fold_state_stratified,C0_base,ElasticNet,4,1,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.5921505383733695,0.04386285202714359,3
fold_state_stratified,C0_base,ElasticNet,4,2,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",0.5970391158316272,0.03941946884432794,5
fold_state_stratified,C0_base,ElasticNet,4,3,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",0.5166306815688054,0.0599766116604224,2
fold_state_stratified,C0_base,ElasticNet,4,4,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",0.49248912516039905,0.0471250374536917,1
fold_state_stratified,C0_base,ElasticNet,4,5,"{""alpha"": 1.0, ""l1_ratio"": 0.9}",0.844168668535239,0.015884114153259608,6
fold_state_stratified,C0_base,ExtraTrees,4,0,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",0.5015589091655458,0.046682881142854946,5
fold_state_stratified,C0_base,ExtraTrees,4,1,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 3}",0.5010042270640905,0.04284228272681828,4
fold_state_stratified,C0_base,ExtraTrees,4,2,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}",0.5195908825710679,0.03946984085797855,6
fold_state_stratified,C0_base,ExtraTrees,4,3,"{""max_features"": 0.3, ""min_samples_leaf"": 2}",0.4826459678924526,0.049642515398561404,3
fold_state_stratified,C0_base,ExtraTrees,4,4,"{""max_features"": 0.3, ""min_samples_leaf"": 3}",0.47840145714549465,0.05351862324066792,2
fold_state_stratified,C0_base,ExtraTrees,4,5,"{""max_features"": 0.3, ""min_samples_leaf"": 5}",0.4768789813463182,0.055918425718211595,1
fold_state_stratified,C0_base,CatBoost,4,0,"{""depth"": 4, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.03}",0.4898520673288665,0.052126331404882376,1
fold_state_stratified,C0_base,CatBoost,4,1,"{""depth"": 4, ""l2_leaf_reg"": 6.0, ""learning_rate"": 0.06}",0.4911177463413639,0.050013263230116255,2
fold_state_stratified,C0_base,CatBoost,4,2,"{""depth"": 5, ""l2_leaf_reg"": 10.0, ""learning_rate"": 0.03}",0.5054852072865423,0.05907935104009102,4
fold_state_stratified,C0_base,CatBoost,4,3,"{""depth"": 5, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.06}",0.4982185750558807,0.05580142062359827,3
fold_state_stratified,C0_base,CatBoost,4,4,"{""depth"": 6, ""l2_leaf_reg"": 6.0, ""learning_rate"": 0.03}",0.5156423653583505,0.05326485062485483,5
fold_state_stratified,C0_base,CatBoost,4,5,"{""depth"": 6, ""l2_leaf_reg"": 10.0, ""learning_rate"": 0.06}",0.5176422192031707,0.050784860040430375,6
fold_state_stratified,C0_base,PLS,4,0,"{""n_components"": 2}",0.5327036422789506,0.03771597412934359,2
fold_state_stratified,C0_base,PLS,4,1,"{""n_components"": 4}",0.5223674219583546,0.045810802864656976,1
fold_state_stratified,C0_base,PLS,4,2,"{""n_components"": 8}",0.5839625596339345,0.03061097870423151,4
fold_state_stratified,C0_base,PLS,4,3,"{""n_components"": 12}",0.5841095037715349,0.03545173233722445,5
fold_state_stratified,C0_base,PLS,4,4,"{""n_components"": 20}",0.5822637319766214,0.04133418068238111,3
fold_state_stratified,C0_base,PCA_RBF,4,0,"{""alpha"": 1.0, ""gamma"": 0.1, ""n_components"": 8}",4.073243350297552,0.06405772502084471,3
fold_state_stratified,C0_base,PCA_RBF,4,1,"{""alpha"": 1.0, ""gamma"": 0.05, ""n_components"": 16}",4.073322095629866,0.0625012179344987,4
fold_state_stratified,C0_base,PCA_RBF,4,2,"{""alpha"": 1.0, ""gamma"": 0.02, ""n_components"": 24}",4.056560840747544,0.06358049286635792,1
fold_state_stratified,C0_base,PCA_RBF,4,3,"{""alpha"": 0.1, ""gamma"": 0.05, ""n_components"": 16}",4.071033174187426,0.06199076439635657,2
fold_state_stratified,C0_base,PCA_RBF,4,4,"{""alpha"": 10.0, ""gamma"": 0.05, ""n_components"": 16}",4.075633162035015,0.06305162425820739,5
fold_state_stratified,C0_base,PCA_RBF,4,5,"{""alpha"": 1.0, ""gamma"": 0.1, ""n_components"": 24}",4.076139119367855,0.0631842647587514,6
fold_state_stratified,C0_base,PCA_Poly2,4,0,"{""alpha"": 1.0, ""gamma"": 0.1, ""n_components"": 8}",0.812556659888834,0.1131585789463259,1
fold_state_stratified,C0_base,PCA_Poly2,4,1,"{""alpha"": 1.0, ""gamma"": 0.05, ""n_components"": 16}",2.230779164951859,0.27327886981072214,5
fold_state_stratified,C0_base,PCA_Poly2,4,2,"{""alpha"": 1.0, ""gamma"": 0.02, ""n_components"": 24}",1.9272704081363148,0.6630466906884597,2
fold_state_stratified,C0_base,PCA_Poly2,4,3,"{""alpha"": 0.1, ""gamma"": 0.05, ""n_components"": 16}",2.239431732668781,0.2703604095542582,6
fold_state_stratified,C0_base,PCA_Poly2,4,4,"{""alpha"": 10.0, ""gamma"": 0.05, ""n_components"": 16}",2.1613413025754973,0.29453148717435407,4
fold_state_stratified,C0_base,PCA_Poly2,4,5,"{""alpha"": 1.0, ""gamma"": 0.1, ""n_components"": 24}",2.130049363054583,0.627681392006573,3
fold_state_stratified,C0_base,Ridge,5,0,"{""alpha"": 0.1}",0.7014629928318522,0.05212238705071941,6
fold_state_stratified,C0_base,Ridge,5,1,"{""alpha"": 1.0}",0.6995786280256384,0.05092676878409198,5
fold_state_stratified,C0_base,Ridge,5,2,"{""alpha"": 10.0}",0.682588218693157,0.04047980668406477,4
fold_state_stratified,C0_base,Ridge,5,3,"{""alpha"": 100.0}",0.600610575149696,0.03868219235321888,2
fold_state_stratified,C0_base,Ridge,5,4,"{""alpha"": 1000.0}",0.5498792805904636,0.095698655063798,1
fold_state_stratified,C0_base,Ridge,5,5,"{""alpha"": 10000.0}",0.6569761315976183,0.07636652203823303,3
fold_state_stratified,C0_base,ElasticNet,5,0,"{""alpha"": 0.001, ""l1_ratio"": 0.1}",0.7282391053415682,0.062477011860593346,5
fold_state_stratified,C0_base,ElasticNet,5,1,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.7184558224789837,0.062080155608231026,4
fold_state_stratified,C0_base,ElasticNet,5,2,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",0.707118307079302,0.026065205775426873,3
fold_state_stratified,C0_base,ElasticNet,5,3,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",0.5685542412587005,0.09563323831824735,2
fold_state_stratified,C0_base,ElasticNet,5,4,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",0.5393234042348437,0.11132949980000113,1
fold_state_stratified,C0_base,ElasticNet,5,5,"{""alpha"": 1.0, ""l1_ratio"": 0.9}",0.8561832698708187,0.050846034061419715,6
fold_state_stratified,C0_base,ExtraTrees,5,0,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",0.5449023295275448,0.11325017153574676,4
fold_state_stratified,C0_base,ExtraTrees,5,1,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 3}",0.5495890844727863,0.11301835554462988,5
fold_state_stratified,C0_base,ExtraTrees,5,2,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}",0.5573537507811752,0.11801336950923448,6
fold_state_stratified,C0_base,ExtraTrees,5,3,"{""max_features"": 0.3, ""min_samples_leaf"": 2}",0.5437470862369899,0.11030612342335917,2
fold_state_stratified,C0_base,ExtraTrees,5,4,"{""max_features"": 0.3, ""min_samples_leaf"": 3}",0.5420673562961004,0.11917794077470016,1
fold_state_stratified,C0_base,ExtraTrees,5,5,"{""max_features"": 0.3, ""min_samples_leaf"": 5}",0.5446149241753591,0.12757703393052203,3
fold_state_stratified,C0_base,CatBoost,5,0,"{""depth"": 4, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.03}",0.551596979089545,0.0865490341346093,1
fold_state_stratified,C0_base,CatBoost,5,1,"{""depth"": 4, ""l2_leaf_reg"": 6.0, ""learning_rate"": 0.06}",0.5639304296425278,0.09117008418307788,2
fold_state_stratified,C0_base,CatBoost,5,2,"{""depth"": 5, ""l2_leaf_reg"": 10.0, ""learning_rate"": 0.03}",0.5705685641912916,0.08645129396584599,4
fold_state_stratified,C0_base,CatBoost,5,3,"{""depth"": 5, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.06}",0.5681576389007778,0.09410562902823073,3
fold_state_stratified,C0_base,CatBoost,5,4,"{""depth"": 6, ""l2_leaf_reg"": 6.0, ""learning_rate"": 0.03}",0.5755024539010628,0.0864145112710828,5
