family,split_id,stage,expert,representation,model,best_params,crossfit_repeat,crossfit_fold,method,kind,selected_params,meta_cv_rmse
fold_state_stratified,fold_state_stratified_fold5,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,3.0,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,3.0,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,4.0,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,4.0,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,4.0,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",1.0,4.0,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,5.0,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,5.0,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,5.0,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",,,,,,
fold_state_stratified,fold_state_stratified_fold5,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",,,,,,
fold_state_stratified,fold_state_stratified_fold5,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.01}",0.4788811258795854
fold_state_stratified,fold_state_stratified_fold5,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 10.0}",0.4923422878664562
fold_state_stratified,fold_state_stratified_fold5,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.1, ""l1_ratio"": 0.5}",0.4950816250587099
fold_state_stratified,fold_state_stratified_fold5,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.2}",0.5041433781853902
fold_state_stratified,fold_state_stratified_fold5,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 6}",0.49287193679345015
fold_state_stratified,fold_state_stratified_fold5,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 5.0, ""learning_rate"": 0.03, ""max_leaf_nodes"": 7}",0.5594941209698695
fold_state_stratified,fold_state_stratified_fold5,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 0.1}",0.47751006489259734
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",1.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",1.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.03}",1.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5}",1.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",1.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",1.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5}",1.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",1.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",1.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",1.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",,,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 3}",,,,,,
fold_municipality_grouped,fold_municipality_grouped_fold1,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.1}",0.7694249592263084
fold_municipality_grouped,fold_municipality_grouped_fold1,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 10.0}",0.836809680473338
fold_municipality_grouped,fold_municipality_grouped_fold1,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",0.8711284100139937
fold_municipality_grouped,fold_municipality_grouped_fold1,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.001, ""epsilon"": 1.5}",0.8874501558798912
fold_municipality_grouped,fold_municipality_grouped_fold1,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 6}",0.9530793067004261
fold_municipality_grouped,fold_municipality_grouped_fold1,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 10.0, ""learning_rate"": 0.05, ""max_leaf_nodes"": 9}",0.8653591657574193
fold_municipality_grouped,fold_municipality_grouped_fold1,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 0.1}",0.7908976935788211
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.03}",1.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 5}",1.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",1.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",1.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 4}",1.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.06}",1.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",1.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",,,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",,,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",,,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",,,,,,
fold_municipality_grouped,fold_municipality_grouped_fold2,meta_model,,,,,,,ConvexStack,convex,"{""l2"": 0.0}",0.3672943994750765
fold_municipality_grouped,fold_municipality_grouped_fold2,meta_model,,,,,,,RidgeStack,ridge,"{""alpha"": 1.0}",0.3866287423528842
fold_municipality_grouped,fold_municipality_grouped_fold2,meta_model,,,,,,,ElasticNetStack,elastic_net,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",0.3918179258987588
fold_municipality_grouped,fold_municipality_grouped_fold2,meta_model,,,,,,,HuberStack,huber,"{""alpha"": 0.0001, ""epsilon"": 1.35}",0.37316987612832825
fold_municipality_grouped,fold_municipality_grouped_fold2,meta_model,,,,,,,ExtraTreesStack,extra_trees,"{""max_depth"": 2, ""max_features"": 0.75, ""min_samples_leaf"": 6}",0.48985081525210283
fold_municipality_grouped,fold_municipality_grouped_fold2,meta_model,,,,,,,HistGBStack,hist_gradient_boosting,"{""l2_regularization"": 10.0, ""learning_rate"": 0.05, ""max_leaf_nodes"": 9}",0.5765162901015946
fold_municipality_grouped,fold_municipality_grouped_fold2,meta_model,,,,,,,MoE_Support,mixture_of_experts,"{""l2"": 1.0}",0.4144099312522491
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 6, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.03}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5}",0.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 10.0, ""model__learning_rate"": 0.03}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,3.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2}",0.0,4.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": 0.3, ""model__min_samples_leaf"": 2}",0.0,5.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 10000.0}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 5, ""model__l2_leaf_reg"": 3.0, ""model__learning_rate"": 0.06}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,ExtraTrees_C1,C1_agronomic,ExtraTrees,"{""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 5}",1.0,1.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,PLS_C0,C0_base,PLS,"{""model__n_components"": 2}",1.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,Ridge_C3,C3_base_agro_plus_discovery,Ridge,"{""model__alpha"": 1000.0}",1.0,2.0,,,,
fold_municipality_grouped,fold_municipality_grouped_fold3,base_expert,CatBoost_C1,C1_agronomic,CatBoost,"{""model__depth"": 4, ""model__l2_leaf_reg"": 6.0, ""model__learning_rate"": 0.06}",1.0,2.0,,,,
