feature,family,source,mode,description,dtype,numeric,missing_fraction_all,n_unique_non_null
sat_basic_2025_monthly__sentinel_2__mcrc_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,171
sat_basic_2025_monthly__sentinel_2__mcrc_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,187
sat_basic_2025_monthly__sentinel_2__mcrc_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,182
sat_basic_2025_monthly__sentinel_2__mcrc_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,188
sat_basic_2025_monthly__sentinel_2__mcrc_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,189
sat_basic_2025_monthly__sentinel_2__mra_promedio__m04,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,36
sat_basic_2025_monthly__sentinel_2__mra_promedio__m05,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,25
sat_basic_2025_monthly__sentinel_2__mra_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,27
sat_basic_2025_monthly__sentinel_2__mra_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,99
sat_basic_2025_monthly__sentinel_2__mra_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,117
sat_basic_2025_monthly__sentinel_2__mra_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,94
sat_basic_2025_monthly__sentinel_2__mra_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,114
sat_basic_2025_monthly__sentinel_2__msi_promedio__m04,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,190
sat_basic_2025_monthly__sentinel_2__msi_promedio__m05,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,196
sat_basic_2025_monthly__sentinel_2__msi_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,186
sat_basic_2025_monthly__sentinel_2__msi_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,195
sat_basic_2025_monthly__sentinel_2__msi_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,194
sat_basic_2025_monthly__sentinel_2__msi_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,191
sat_basic_2025_monthly__sentinel_2__msi_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,193
sat_basic_2025_monthly__sentinel_2__nddi_promedio__m04,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,181
sat_basic_2025_monthly__sentinel_2__nddi_promedio__m05,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,188
sat_basic_2025_monthly__sentinel_2__nddi_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,158
sat_basic_2025_monthly__sentinel_2__nddi_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,164
sat_basic_2025_monthly__sentinel_2__nddi_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,167
sat_basic_2025_monthly__sentinel_2__nddi_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,165
sat_basic_2025_monthly__sentinel_2__nddi_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,168
sat_basic_2025_monthly__sentinel_2__ndsvi_promedio__m04,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,188
sat_basic_2025_monthly__sentinel_2__ndsvi_promedio__m05,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,187
sat_basic_2025_monthly__sentinel_2__ndsvi_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,173
sat_basic_2025_monthly__sentinel_2__ndsvi_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,186
sat_basic_2025_monthly__sentinel_2__ndsvi_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,186
sat_basic_2025_monthly__sentinel_2__ndsvi_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,191
sat_basic_2025_monthly__sentinel_2__ndsvi_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,190
sat_basic_2025_monthly__sentinel_2__ndti_promedio__m04,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,183
sat_basic_2025_monthly__sentinel_2__ndti_promedio__m05,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,171
sat_basic_2025_monthly__sentinel_2__ndti_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,171
sat_basic_2025_monthly__sentinel_2__ndti_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,190
sat_basic_2025_monthly__sentinel_2__ndti_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,189
sat_basic_2025_monthly__sentinel_2__ndti_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,171
sat_basic_2025_monthly__sentinel_2__ndti_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,185
sat_basic_2025_monthly__sentinel_2__ndvi_promedio__m04,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,173
sat_basic_2025_monthly__sentinel_2__ndvi_promedio__m05,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,174
sat_basic_2025_monthly__sentinel_2__ndvi_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,178
sat_basic_2025_monthly__sentinel_2__ndvi_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,194
sat_basic_2025_monthly__sentinel_2__ndvi_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,193
sat_basic_2025_monthly__sentinel_2__ndvi_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,194
sat_basic_2025_monthly__sentinel_2__ndvi_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,193
sat_basic_2025_monthly__sentinel_2__ndwi_promedio__m04,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,190
sat_basic_2025_monthly__sentinel_2__ndwi_promedio__m05,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,185
sat_basic_2025_monthly__sentinel_2__ndwi_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,177
sat_basic_2025_monthly__sentinel_2__ndwi_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,194
sat_basic_2025_monthly__sentinel_2__ndwi_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,194
sat_basic_2025_monthly__sentinel_2__ndwi_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,185
sat_basic_2025_monthly__sentinel_2__ndwi_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,191
sat_basic_2025_monthly__sentinel_2__savi_promedio__m04,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,162
sat_basic_2025_monthly__sentinel_2__savi_promedio__m05,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,167
sat_basic_2025_monthly__sentinel_2__savi_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,175
sat_basic_2025_monthly__sentinel_2__savi_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,191
sat_basic_2025_monthly__sentinel_2__savi_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,192
sat_basic_2025_monthly__sentinel_2__savi_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,190
sat_basic_2025_monthly__sentinel_2__savi_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,189
sat_basic_2025_monthly__sentinel_2__srndi_promedio__m04,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,187
sat_basic_2025_monthly__sentinel_2__srndi_promedio__m05,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,184
sat_basic_2025_monthly__sentinel_2__srndi_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,178
sat_basic_2025_monthly__sentinel_2__srndi_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,190
sat_basic_2025_monthly__sentinel_2__srndi_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,188
sat_basic_2025_monthly__sentinel_2__srndi_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,192
sat_basic_2025_monthly__sentinel_2__srndi_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,190
sat_basic_2025_monthly__sentinel_2__sti_promedio__m04,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,187
sat_basic_2025_monthly__sentinel_2__sti_promedio__m05,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,190
sat_basic_2025_monthly__sentinel_2__sti_promedio__m06,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,187
sat_basic_2025_monthly__sentinel_2__sti_promedio__m07,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,191
sat_basic_2025_monthly__sentinel_2__sti_promedio__m08,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,195
sat_basic_2025_monthly__sentinel_2__sti_promedio__m09,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,187
sat_basic_2025_monthly__sentinel_2__sti_promedio__m10,basic,sat_basic,competition,Full target-season 2025 monthly promedio satellite means.,float64,True,0.0,191
sat_basic_hist__landsat__vi6t_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,104
sat_basic_hist__landsat__vi6t_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__landsat__vi6t_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,65
sat_basic_hist__landsat__vi6t_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__landsat__vi6t_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,100
sat_basic_hist__landsat__vi6t_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__landsat__vi6t_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,62
sat_basic_hist__landsat__vi6t_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__landsat__vi6t_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,98
sat_basic_hist__landsat__vi6t_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__landsat__vi6t_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,52
sat_basic_hist__landsat__vi6t_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__landsat__vi6t_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,44
sat_basic_hist__landsat__vi6t_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,194
sat_basic_hist__landsat__vi6t_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,11
sat_basic_hist__landsat__vi6t_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__crc_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,83
sat_basic_hist__sentinel_2__crc_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__crc_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,161
sat_basic_hist__sentinel_2__crc_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__crc_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,111
sat_basic_hist__sentinel_2__crc_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__crc_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,157
