feature,family,source,mode,description,dtype,numeric,missing_fraction_all,n_unique_non_null
sat_basic_hist__sentinel_2__dswi4_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi4_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,101
sat_basic_hist__sentinel_2__dswi4_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi4_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,172
sat_basic_hist__sentinel_2__dswi4_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi4_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,85
sat_basic_hist__sentinel_2__dswi4_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi4_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,120
sat_basic_hist__sentinel_2__dswi4_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi4_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,28
sat_basic_hist__sentinel_2__dswi4_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi5_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,186
sat_basic_hist__sentinel_2__dswi5_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi5_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,133
sat_basic_hist__sentinel_2__dswi5_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi5_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,169
sat_basic_hist__sentinel_2__dswi5_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi5_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,118
sat_basic_hist__sentinel_2__dswi5_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi5_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,183
sat_basic_hist__sentinel_2__dswi5_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__dswi5_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,109
sat_basic_hist__sentinel_2__dswi5_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi5_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,150
sat_basic_hist__sentinel_2__dswi5_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__dswi5_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,36
sat_basic_hist__sentinel_2__dswi5_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__emsi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,175
sat_basic_hist__sentinel_2__emsi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__emsi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,147
sat_basic_hist__sentinel_2__emsi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__emsi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,167
sat_basic_hist__sentinel_2__emsi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__emsi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,103
sat_basic_hist__sentinel_2__emsi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__emsi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,162
sat_basic_hist__sentinel_2__emsi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__emsi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,132
sat_basic_hist__sentinel_2__emsi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__emsi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,123
sat_basic_hist__sentinel_2__emsi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__emsi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,47
sat_basic_hist__sentinel_2__emsi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__enddi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,98
sat_basic_hist__sentinel_2__enddi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,195
sat_basic_hist__sentinel_2__enddi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,125
sat_basic_hist__sentinel_2__enddi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__enddi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,87
sat_basic_hist__sentinel_2__enddi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__enddi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,122
sat_basic_hist__sentinel_2__enddi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__enddi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,89
sat_basic_hist__sentinel_2__enddi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__enddi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,122
sat_basic_hist__sentinel_2__enddi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__enddi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,65
sat_basic_hist__sentinel_2__enddi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__enddi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,13
sat_basic_hist__sentinel_2__enddi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__endwi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,131
sat_basic_hist__sentinel_2__endwi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__endwi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,145
sat_basic_hist__sentinel_2__endwi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__endwi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,151
sat_basic_hist__sentinel_2__endwi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__endwi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,141
sat_basic_hist__sentinel_2__endwi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__endwi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,138
sat_basic_hist__sentinel_2__endwi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__endwi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,121
sat_basic_hist__sentinel_2__endwi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__endwi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,96
sat_basic_hist__sentinel_2__endwi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__endwi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,39
sat_basic_hist__sentinel_2__endwi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__evi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,89
sat_basic_hist__sentinel_2__evi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__evi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,115
sat_basic_hist__sentinel_2__evi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__evi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,153
sat_basic_hist__sentinel_2__evi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__evi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,50
sat_basic_hist__sentinel_2__evi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__evi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,154
sat_basic_hist__sentinel_2__evi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__evi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,75
sat_basic_hist__sentinel_2__evi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__evi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,111
sat_basic_hist__sentinel_2__evi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__evi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,21
sat_basic_hist__sentinel_2__evi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__fapar_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,118
sat_basic_hist__sentinel_2__fapar_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__fapar_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,100
sat_basic_hist__sentinel_2__fapar_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__fapar_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,154
sat_basic_hist__sentinel_2__fapar_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__fapar_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,7
sat_basic_hist__sentinel_2__fapar_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__fapar_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,157
sat_basic_hist__sentinel_2__fapar_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__fapar_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,67
sat_basic_hist__sentinel_2__fapar_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__fapar_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,96
sat_basic_hist__sentinel_2__fapar_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__fapar_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,24
sat_basic_hist__sentinel_2__fapar_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__lai_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,192
sat_basic_hist__sentinel_2__lai_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__lai_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,121
sat_basic_hist__sentinel_2__lai_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__lai_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,170
sat_basic_hist__sentinel_2__lai_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__lai_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,35
sat_basic_hist__sentinel_2__lai_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__lai_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,189
sat_basic_hist__sentinel_2__lai_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__lai_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,84
sat_basic_hist__sentinel_2__lai_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__lai_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,171
sat_basic_hist__sentinel_2__lai_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__lai_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,29
sat_basic_hist__sentinel_2__lai_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mcrc_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,100
sat_basic_hist__sentinel_2__mcrc_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mcrc_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,162
sat_basic_hist__sentinel_2__mcrc_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mcrc_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,113
sat_basic_hist__sentinel_2__mcrc_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mcrc_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,159
sat_basic_hist__sentinel_2__mcrc_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mcrc_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,104
sat_basic_hist__sentinel_2__mcrc_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mcrc_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,154
sat_basic_hist__sentinel_2__mcrc_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mcrc_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,124
sat_basic_hist__sentinel_2__mcrc_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__mcrc_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,28
sat_basic_hist__sentinel_2__mcrc_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mra_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,11
sat_basic_hist__sentinel_2__mra_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,193
sat_basic_hist__sentinel_2__mra_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,2
sat_basic_hist__sentinel_2__mra_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mra_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,14
sat_basic_hist__sentinel_2__mra_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,191
sat_basic_hist__sentinel_2__mra_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,2
sat_basic_hist__sentinel_2__mra_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mra_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,13
sat_basic_hist__sentinel_2__mra_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,192
sat_basic_hist__sentinel_2__mra_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,2
sat_basic_hist__sentinel_2__mra_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__mra_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,4
sat_basic_hist__sentinel_2__mra_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,182
sat_basic_hist__sentinel_2__mra_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,1
sat_basic_hist__sentinel_2__mra_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__msi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,182
sat_basic_hist__sentinel_2__msi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__msi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,162
sat_basic_hist__sentinel_2__msi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__msi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,158
sat_basic_hist__sentinel_2__msi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__msi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,124
sat_basic_hist__sentinel_2__msi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__msi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,165
sat_basic_hist__sentinel_2__msi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__msi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,151
sat_basic_hist__sentinel_2__msi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__msi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,117
sat_basic_hist__sentinel_2__msi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__msi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,54
sat_basic_hist__sentinel_2__msi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__nddi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,106
sat_basic_hist__sentinel_2__nddi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__nddi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,127
sat_basic_hist__sentinel_2__nddi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__nddi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,104
sat_basic_hist__sentinel_2__nddi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__nddi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,120
sat_basic_hist__sentinel_2__nddi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__nddi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,97
sat_basic_hist__sentinel_2__nddi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__nddi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,114
sat_basic_hist__sentinel_2__nddi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__nddi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,69
sat_basic_hist__sentinel_2__nddi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__nddi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,13
sat_basic_hist__sentinel_2__nddi_std__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndsvi_max__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,91
sat_basic_hist__sentinel_2__ndsvi_max__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndsvi_max__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,158
sat_basic_hist__sentinel_2__ndsvi_max__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndsvi_min__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,124
sat_basic_hist__sentinel_2__ndsvi_min__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndsvi_min__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,158
sat_basic_hist__sentinel_2__ndsvi_min__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndsvi_promedio__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,115
sat_basic_hist__sentinel_2__ndsvi_promedio__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndsvi_promedio__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,155
sat_basic_hist__sentinel_2__ndsvi_promedio__std,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,197
sat_basic_hist__sentinel_2__ndsvi_std__max,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,102
sat_basic_hist__sentinel_2__ndsvi_std__mean,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,196
sat_basic_hist__sentinel_2__ndsvi_std__min,basic,sat_basic,clean,Historical Apr-Oct satellite summary through 2024.,float64,True,0.0,33
