method,method_family,kind,representation,distance_name,k,alpha,distance_power,regularization
LocalRidge_C4_all_deterministic_Geo_k16_a30_p1,local,local,C4_all_deterministic,Geo,16.0,30.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k16_a30_p2,local,local,C4_all_deterministic,Geo,16.0,30.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k16_a100_p0p5,local,local,C4_all_deterministic,Geo,16.0,100.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k16_a100_p1,local,local,C4_all_deterministic,Geo,16.0,100.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k16_a100_p2,local,local,C4_all_deterministic,Geo,16.0,100.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k16_a300_p0p5,local,local,C4_all_deterministic,Geo,16.0,300.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k16_a300_p1,local,local,C4_all_deterministic,Geo,16.0,300.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k16_a300_p2,local,local,C4_all_deterministic,Geo,16.0,300.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k20_a30_p0p5,local,local,C4_all_deterministic,Geo,20.0,30.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k20_a30_p1,local,local,C4_all_deterministic,Geo,20.0,30.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k20_a30_p2,local,local,C4_all_deterministic,Geo,20.0,30.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k20_a100_p0p5,local,local,C4_all_deterministic,Geo,20.0,100.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k20_a100_p1,local,local,C4_all_deterministic,Geo,20.0,100.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k20_a100_p2,local,local,C4_all_deterministic,Geo,20.0,100.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k20_a300_p0p5,local,local,C4_all_deterministic,Geo,20.0,300.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k20_a300_p1,local,local,C4_all_deterministic,Geo,20.0,300.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k20_a300_p2,local,local,C4_all_deterministic,Geo,20.0,300.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k24_a30_p0p5,local,local,C4_all_deterministic,Geo,24.0,30.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k24_a30_p1,local,local,C4_all_deterministic,Geo,24.0,30.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k24_a30_p2,local,local,C4_all_deterministic,Geo,24.0,30.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k24_a100_p0p5,local,local,C4_all_deterministic,Geo,24.0,100.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k24_a100_p1,local,local,C4_all_deterministic,Geo,24.0,100.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k24_a100_p2,local,local,C4_all_deterministic,Geo,24.0,100.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k24_a300_p0p5,local,local,C4_all_deterministic,Geo,24.0,300.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k24_a300_p1,local,local,C4_all_deterministic,Geo,24.0,300.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k24_a300_p2,local,local,C4_all_deterministic,Geo,24.0,300.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k30_a30_p0p5,local,local,C4_all_deterministic,Geo,30.0,30.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k30_a30_p1,local,local,C4_all_deterministic,Geo,30.0,30.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k30_a30_p2,local,local,C4_all_deterministic,Geo,30.0,30.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k30_a100_p0p5,local,local,C4_all_deterministic,Geo,30.0,100.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k30_a100_p1,local,local,C4_all_deterministic,Geo,30.0,100.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k30_a100_p2,local,local,C4_all_deterministic,Geo,30.0,100.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k30_a300_p0p5,local,local,C4_all_deterministic,Geo,30.0,300.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k30_a300_p1,local,local,C4_all_deterministic,Geo,30.0,300.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k30_a300_p2,local,local,C4_all_deterministic,Geo,30.0,300.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k40_a30_p0p5,local,local,C4_all_deterministic,Geo,40.0,30.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k40_a30_p1,local,local,C4_all_deterministic,Geo,40.0,30.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k40_a30_p2,local,local,C4_all_deterministic,Geo,40.0,30.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k40_a100_p0p5,local,local,C4_all_deterministic,Geo,40.0,100.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k40_a100_p1,local,local,C4_all_deterministic,Geo,40.0,100.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k40_a100_p2,local,local,C4_all_deterministic,Geo,40.0,100.0,2.0,
LocalRidge_C4_all_deterministic_Geo_k40_a300_p0p5,local,local,C4_all_deterministic,Geo,40.0,300.0,0.5,
LocalRidge_C4_all_deterministic_Geo_k40_a300_p1,local,local,C4_all_deterministic,Geo,40.0,300.0,1.0,
LocalRidge_C4_all_deterministic_Geo_k40_a300_p2,local,local,C4_all_deterministic,Geo,40.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k12_a30_p0p5,local,local,C4_all_deterministic,GeoAgro75,12.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k12_a30_p1,local,local,C4_all_deterministic,GeoAgro75,12.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k12_a30_p2,local,local,C4_all_deterministic,GeoAgro75,12.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k12_a100_p0p5,local,local,C4_all_deterministic,GeoAgro75,12.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k12_a100_p1,local,local,C4_all_deterministic,GeoAgro75,12.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k12_a100_p2,local,local,C4_all_deterministic,GeoAgro75,12.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k12_a300_p0p5,local,local,C4_all_deterministic,GeoAgro75,12.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k12_a300_p1,local,local,C4_all_deterministic,GeoAgro75,12.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k12_a300_p2,local,local,C4_all_deterministic,GeoAgro75,12.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k16_a30_p0p5,local,local,C4_all_deterministic,GeoAgro75,16.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k16_a30_p1,local,local,C4_all_deterministic,GeoAgro75,16.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k16_a30_p2,local,local,C4_all_deterministic,GeoAgro75,16.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k16_a100_p0p5,local,local,C4_all_deterministic,GeoAgro75,16.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k16_a100_p1,local,local,C4_all_deterministic,GeoAgro75,16.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k16_a100_p2,local,local,C4_all_deterministic,GeoAgro75,16.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k16_a300_p0p5,local,local,C4_all_deterministic,GeoAgro75,16.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k16_a300_p1,local,local,C4_all_deterministic,GeoAgro75,16.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k16_a300_p2,local,local,C4_all_deterministic,GeoAgro75,16.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k20_a30_p0p5,local,local,C4_all_deterministic,GeoAgro75,20.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k20_a30_p1,local,local,C4_all_deterministic,GeoAgro75,20.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k20_a30_p2,local,local,C4_all_deterministic,GeoAgro75,20.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k20_a100_p0p5,local,local,C4_all_deterministic,GeoAgro75,20.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k20_a100_p1,local,local,C4_all_deterministic,GeoAgro75,20.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k20_a100_p2,local,local,C4_all_deterministic,GeoAgro75,20.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k20_a300_p0p5,local,local,C4_all_deterministic,GeoAgro75,20.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k20_a300_p1,local,local,C4_all_deterministic,GeoAgro75,20.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k20_a300_p2,local,local,C4_all_deterministic,GeoAgro75,20.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k24_a30_p0p5,local,local,C4_all_deterministic,GeoAgro75,24.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k24_a30_p1,local,local,C4_all_deterministic,GeoAgro75,24.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k24_a30_p2,local,local,C4_all_deterministic,GeoAgro75,24.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k24_a100_p0p5,local,local,C4_all_deterministic,GeoAgro75,24.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k24_a100_p1,local,local,C4_all_deterministic,GeoAgro75,24.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k24_a100_p2,local,local,C4_all_deterministic,GeoAgro75,24.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k24_a300_p0p5,local,local,C4_all_deterministic,GeoAgro75,24.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k24_a300_p1,local,local,C4_all_deterministic,GeoAgro75,24.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k24_a300_p2,local,local,C4_all_deterministic,GeoAgro75,24.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k30_a30_p0p5,local,local,C4_all_deterministic,GeoAgro75,30.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k30_a30_p1,local,local,C4_all_deterministic,GeoAgro75,30.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k30_a30_p2,local,local,C4_all_deterministic,GeoAgro75,30.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k30_a100_p0p5,local,local,C4_all_deterministic,GeoAgro75,30.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k30_a100_p1,local,local,C4_all_deterministic,GeoAgro75,30.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k30_a100_p2,local,local,C4_all_deterministic,GeoAgro75,30.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k30_a300_p0p5,local,local,C4_all_deterministic,GeoAgro75,30.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k30_a300_p1,local,local,C4_all_deterministic,GeoAgro75,30.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k30_a300_p2,local,local,C4_all_deterministic,GeoAgro75,30.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k40_a30_p0p5,local,local,C4_all_deterministic,GeoAgro75,40.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k40_a30_p1,local,local,C4_all_deterministic,GeoAgro75,40.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k40_a30_p2,local,local,C4_all_deterministic,GeoAgro75,40.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k40_a100_p0p5,local,local,C4_all_deterministic,GeoAgro75,40.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k40_a100_p1,local,local,C4_all_deterministic,GeoAgro75,40.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k40_a100_p2,local,local,C4_all_deterministic,GeoAgro75,40.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k40_a300_p0p5,local,local,C4_all_deterministic,GeoAgro75,40.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro75_k40_a300_p1,local,local,C4_all_deterministic,GeoAgro75,40.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro75_k40_a300_p2,local,local,C4_all_deterministic,GeoAgro75,40.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k12_a30_p0p5,local,local,C4_all_deterministic,GeoAgro50,12.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k12_a30_p1,local,local,C4_all_deterministic,GeoAgro50,12.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k12_a30_p2,local,local,C4_all_deterministic,GeoAgro50,12.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k12_a100_p0p5,local,local,C4_all_deterministic,GeoAgro50,12.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k12_a100_p1,local,local,C4_all_deterministic,GeoAgro50,12.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k12_a100_p2,local,local,C4_all_deterministic,GeoAgro50,12.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k12_a300_p0p5,local,local,C4_all_deterministic,GeoAgro50,12.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k12_a300_p1,local,local,C4_all_deterministic,GeoAgro50,12.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k12_a300_p2,local,local,C4_all_deterministic,GeoAgro50,12.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k16_a30_p0p5,local,local,C4_all_deterministic,GeoAgro50,16.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k16_a30_p1,local,local,C4_all_deterministic,GeoAgro50,16.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k16_a30_p2,local,local,C4_all_deterministic,GeoAgro50,16.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k16_a100_p0p5,local,local,C4_all_deterministic,GeoAgro50,16.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k16_a100_p1,local,local,C4_all_deterministic,GeoAgro50,16.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k16_a100_p2,local,local,C4_all_deterministic,GeoAgro50,16.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k16_a300_p0p5,local,local,C4_all_deterministic,GeoAgro50,16.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k16_a300_p1,local,local,C4_all_deterministic,GeoAgro50,16.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k16_a300_p2,local,local,C4_all_deterministic,GeoAgro50,16.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k20_a30_p0p5,local,local,C4_all_deterministic,GeoAgro50,20.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k20_a30_p1,local,local,C4_all_deterministic,GeoAgro50,20.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k20_a30_p2,local,local,C4_all_deterministic,GeoAgro50,20.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k20_a100_p0p5,local,local,C4_all_deterministic,GeoAgro50,20.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k20_a100_p1,local,local,C4_all_deterministic,GeoAgro50,20.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k20_a100_p2,local,local,C4_all_deterministic,GeoAgro50,20.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k20_a300_p0p5,local,local,C4_all_deterministic,GeoAgro50,20.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k20_a300_p1,local,local,C4_all_deterministic,GeoAgro50,20.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k20_a300_p2,local,local,C4_all_deterministic,GeoAgro50,20.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k24_a30_p0p5,local,local,C4_all_deterministic,GeoAgro50,24.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k24_a30_p1,local,local,C4_all_deterministic,GeoAgro50,24.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k24_a30_p2,local,local,C4_all_deterministic,GeoAgro50,24.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k24_a100_p0p5,local,local,C4_all_deterministic,GeoAgro50,24.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k24_a100_p1,local,local,C4_all_deterministic,GeoAgro50,24.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k24_a100_p2,local,local,C4_all_deterministic,GeoAgro50,24.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k24_a300_p0p5,local,local,C4_all_deterministic,GeoAgro50,24.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k24_a300_p1,local,local,C4_all_deterministic,GeoAgro50,24.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k24_a300_p2,local,local,C4_all_deterministic,GeoAgro50,24.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k30_a30_p0p5,local,local,C4_all_deterministic,GeoAgro50,30.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k30_a30_p1,local,local,C4_all_deterministic,GeoAgro50,30.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k30_a30_p2,local,local,C4_all_deterministic,GeoAgro50,30.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k30_a100_p0p5,local,local,C4_all_deterministic,GeoAgro50,30.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k30_a100_p1,local,local,C4_all_deterministic,GeoAgro50,30.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k30_a100_p2,local,local,C4_all_deterministic,GeoAgro50,30.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k30_a300_p0p5,local,local,C4_all_deterministic,GeoAgro50,30.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k30_a300_p1,local,local,C4_all_deterministic,GeoAgro50,30.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k30_a300_p2,local,local,C4_all_deterministic,GeoAgro50,30.0,300.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k40_a30_p0p5,local,local,C4_all_deterministic,GeoAgro50,40.0,30.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k40_a30_p1,local,local,C4_all_deterministic,GeoAgro50,40.0,30.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k40_a30_p2,local,local,C4_all_deterministic,GeoAgro50,40.0,30.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k40_a100_p0p5,local,local,C4_all_deterministic,GeoAgro50,40.0,100.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k40_a100_p1,local,local,C4_all_deterministic,GeoAgro50,40.0,100.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k40_a100_p2,local,local,C4_all_deterministic,GeoAgro50,40.0,100.0,2.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k40_a300_p0p5,local,local,C4_all_deterministic,GeoAgro50,40.0,300.0,0.5,
LocalRidge_C4_all_deterministic_GeoAgro50_k40_a300_p1,local,local,C4_all_deterministic,GeoAgro50,40.0,300.0,1.0,
LocalRidge_C4_all_deterministic_GeoAgro50_k40_a300_p2,local,local,C4_all_deterministic,GeoAgro50,40.0,300.0,2.0,
