family,method,n_splits,n_predictions,rmse_mean,rmse_median,rmse_std,rmse_worst,pooled_rmse,pooled_mae,pooled_r2,method_family,kind,representation,distance_name,k,alpha,distance_power,regularization
target_matched,LocalRidge_C1_agronomic_Geo_k24_a30_p0p5,16,656,0.4950714778549884,0.4796415473160487,0.09317605887941277,0.7000981058212647,0.5032245373707976,0.343484149805686,0.6438262723560779,local,local,C1_agronomic,Geo,24.0,30.0,0.5,
target_matched,LocalRidge_C1_agronomic_GeoAgro75_k16_a30_p0p5,16,656,0.4952198658571096,0.48056247007146125,0.08797754659160179,0.6965370185665669,0.5024927971621024,0.3540310863328932,0.6448613456861536,local,local,C1_agronomic,GeoAgro75,16.0,30.0,0.5,
target_matched,LocalRidge_C4_all_deterministic_GeoAgro75_k20_a300_p1,16,656,0.49529598943693165,0.48027230393185966,0.09013386512242322,0.6963696689381542,0.5029259127263151,0.3461779671116538,0.6442488697694823,local,local,C4_all_deterministic,GeoAgro75,20.0,300.0,1.0,
target_matched,LocalRidge_C1_agronomic_GeoAgro75_k20_a300_p1,16,656,0.4953080237177382,0.47944603420701715,0.09016100535308408,0.6965021706826573,0.5029423250384262,0.34638039883697846,0.6442256504693646,local,local,C1_agronomic,GeoAgro75,20.0,300.0,1.0,
target_matched,LocalRidge_C4_all_deterministic_GeoAgro50_k16_a300_p1,16,656,0.49531872343765837,0.48057159431589924,0.08894157728065523,0.6959091339698773,0.5027492707070883,0.3485685466514448,0.6444987259040946,local,local,C4_all_deterministic,GeoAgro50,16.0,300.0,1.0,
target_matched,LocalRidge_C1_agronomic_Geo_k16_a300_p1,16,656,0.4953639481136052,0.47807201263608523,0.08734027815187007,0.7003078255160433,0.5025305911251737,0.3540117278203973,0.6448079216290532,local,local,C1_agronomic,Geo,16.0,300.0,1.0,
target_matched,LocalRidge_C1_agronomic_GeoAgro50_k16_a300_p1,16,656,0.49536447169487974,0.4798311496647306,0.08917416489723237,0.6961618787891521,0.5028329638382374,0.34872492283580003,0.6443803548074223,local,local,C1_agronomic,GeoAgro50,16.0,300.0,1.0,
target_matched,LocalRidge_C4_all_deterministic_GeoAgro50_k24_a300_p1,16,656,0.4954207576103302,0.4822524459626607,0.09170429778756059,0.6924930767343667,0.5033148124328936,0.33849184045249053,0.6436984706013498,local,local,C4_all_deterministic,GeoAgro50,24.0,300.0,1.0,
target_matched,LocalRidge_C4_all_deterministic_Geo_k16_a300_p1,16,656,0.49543188107371033,0.4786478944177676,0.08718780897564138,0.7002209639976741,0.5025727367168703,0.35409161226451613,0.6447483415425612,local,local,C4_all_deterministic,Geo,16.0,300.0,1.0,
target_matched,LocalRidge_C4_all_deterministic_GeoAgro75_k16_a300_p1,16,656,0.4954342852133525,0.47844366747739847,0.08817445302805495,0.698012304837012,0.5027364560544991,0.35221886263095814,0.6445168485251642,local,local,C4_all_deterministic,GeoAgro75,16.0,300.0,1.0,
target_matched,LocalRidge_C1_agronomic_GeoAgro75_k16_a300_p1,16,656,0.4954371742559379,0.477837428607389,0.0883763995145072,0.6982420675343143,0.5027725453685888,0.3522035014169495,0.6444658094432456,local,local,C1_agronomic,GeoAgro75,16.0,300.0,1.0,
target_matched,LocalRidge_C1_agronomic_GeoAgro75_k40_a30_p1,16,656,0.4955269887329259,0.48183003938893265,0.08931478358385911,0.6916644954241722,0.5030164574533703,0.34446937446078113,0.6441207622778038,local,local,C1_agronomic,GeoAgro75,40.0,30.0,1.0,
target_matched,GraphDirect_GeoAgro25_k10_lam2,16,656,0.4955403842594708,0.4839396320221007,0.0956663785678813,0.6954573734332711,0.5041233231274356,0.3378461741101087,0.6425528457696446,graph_direct,graph_direct,,GeoAgro25,10.0,,,2.0
target_matched,LocalRidge_C1_agronomic_GeoAgro50_k24_a300_p1,16,656,0.4955782289872688,0.48158665354236374,0.09172720937876071,0.6929437593359907,0.5034737276440518,0.3391216890950517,0.6434734397849491,local,local,C1_agronomic,GeoAgro50,24.0,300.0,1.0,
target_matched,LocalRidge_C4_all_deterministic_GeoAgro50_k24_a30_p0p5,16,656,0.49565918756451227,0.48177007205487743,0.09343374381027598,0.7014269928576244,0.5038474751046852,0.3419513855732268,0.6429439171990319,local,local,C4_all_deterministic,GeoAgro50,24.0,30.0,0.5,
target_matched,LocalRidge_C1_agronomic_Geo_k20_a30_p0p5,16,656,0.4956607457034774,0.48134823914623004,0.09060010422303316,0.6976459493043903,0.5033636161228037,0.3460667033080841,0.6436293700226439,local,local,C1_agronomic,Geo,20.0,30.0,0.5,
