neighbor_scope,pair_type,query_id,neighbor_id,rank,n_series,pearson_mean,spearman_mean,best_lag_corr_mean,best_lag_median_months,dtw_mean
target_to_train,target_train,AGC_063,AGC_021,5,11,0.9214045492758491,0.9220779220779224,0.9485554403697903,0.0,0.24126872222095394
target_to_train,target_train,AGC_065,AGC_134,1,11,0.9832974420339468,0.9610389610389614,0.9832974420339468,0.0,0.11281115420213124
target_to_train,target_train,AGC_065,AGC_151,2,11,0.9803541895528202,0.9675324675324678,0.9803541895528202,0.0,0.13698120090319288
target_to_train,target_train,AGC_065,AGC_051,3,11,0.9741083506568698,0.957792207792208,0.9741083506568698,0.0,0.16000039593102436
target_to_train,target_train,AGC_065,AGC_180,4,11,0.9737330064072034,0.957792207792208,0.9737330064072034,0.0,0.12395940345438981
target_to_train,target_train,AGC_065,AGC_166,5,11,0.8767638529766717,0.853896103896104,0.967095985252697,0.0,0.2059650554590554
target_to_train,target_train,AGC_071,AGC_008,1,11,0.9308210396808984,0.8863636363636366,0.9759351922235308,0.0,0.16224900138409873
target_to_train,target_train,AGC_071,AGC_035,2,11,0.9258494249771705,0.8668831168831171,0.9733991038457126,0.0,0.18519458960021912
target_to_train,target_train,AGC_071,AGC_047,3,11,0.9350059081305475,0.9025974025974027,0.967164577784311,0.0,0.16111955359750624
target_to_train,target_train,AGC_071,AGC_114,4,11,0.919085309502788,0.8961038961038963,0.9659036824357886,0.0,0.23872432563748544
target_to_train,target_train,AGC_071,AGC_037,5,11,0.9605318364132075,0.9123376623376626,0.9605318364132075,0.0,0.18872318506554742
target_to_train,target_train,AGC_075,AGC_106,1,11,0.9746479770595694,0.8993506493506497,0.9746479770595694,0.0,0.1575212020661425
target_to_train,target_train,AGC_075,AGC_144,2,11,0.9735587206619549,0.9448051948051951,0.9735587206619549,0.0,0.18466590310076747
target_to_train,target_train,AGC_075,AGC_123,3,11,0.9707197089130115,0.9220779220779224,0.9707197089130115,0.0,0.15206820235503604
target_to_train,target_train,AGC_075,AGC_145,4,11,0.9703063669359512,0.9155844155844158,0.9703063669359512,0.0,0.15446377929950109
target_to_train,target_train,AGC_075,AGC_054,5,11,0.9667319187646117,0.9155844155844158,0.9667319187646117,0.0,0.17503988232822373
target_to_train,target_train,AGC_076,AGC_049,1,11,0.8984308657004454,0.8993506493506497,0.9638983488607665,2.0,0.27208478191465013
target_to_train,target_train,AGC_076,AGC_168,2,11,0.9618590768559837,0.9545454545454546,0.9618590768559837,0.0,0.19881350794096295
target_to_train,target_train,AGC_076,AGC_157,3,11,0.8808882576094322,0.8571428571428572,0.9591166064487731,2.0,0.33210819006907466
target_to_train,target_train,AGC_076,AGC_099,4,11,0.8962957470845218,0.8766233766233767,0.9573304961019491,2.0,0.290201211783455
target_to_train,target_train,AGC_076,AGC_141,5,11,0.873474977098298,0.8798701298701299,0.9565388431291673,2.0,0.33607195970134834
target_to_train,target_train,AGC_082,AGC_059,1,11,0.9848872510941606,0.9893562466765133,0.9848872510941606,0.0,0.10560477314826162
