pair_type,query_id,neighbor_id,n_series,pearson_mean,spearman_mean,best_lag_corr_mean,best_lag_median_months,dtw_mean
target_train,AGC_003,AGC_040,11,0.8059461263384741,0.7922077922077922,0.8465907186431572,1.0,0.4081992631923514
target_train,AGC_003,AGC_041,11,0.7654100426895948,0.7564935064935067,0.9441109491508257,-1.0,0.3337888307950374
target_train,AGC_003,AGC_044,11,0.719409355690156,0.7792207792207794,0.9186471647124343,-1.0,0.39305322425091166
target_train,AGC_003,AGC_045,11,0.8074968487104432,0.8051948051948052,0.9350737252501836,0.0,0.31240436969564916
target_train,AGC_003,AGC_046,11,0.9008090017481045,0.8831168831168834,0.9049692721986727,0.0,0.3307221647892318
target_train,AGC_003,AGC_047,11,0.9031855849214131,0.8474025974025975,0.926478857550564,0.0,0.28410500457176857
target_train,AGC_003,AGC_048,11,0.9267550267100177,0.8733766233766236,0.9267550267100177,0.0,0.26460846109616304
target_train,AGC_003,AGC_049,11,0.8637698063169759,0.7857142857142858,0.8951367537239989,1.0,0.3411130190732754
target_train,AGC_003,AGC_051,11,0.7136022528596008,0.7045454545454547,0.8982817442645769,-1.0,0.36458726023944743
target_train,AGC_003,AGC_053,11,0.767179193017282,0.7824675324675326,0.9018753416060331,1.0,0.3750370780296141
target_train,AGC_003,AGC_054,11,0.8450928964334369,0.8051948051948054,0.9268142739546676,-1.0,0.34181253069538514
target_train,AGC_003,AGC_055,11,0.8220227260100643,0.7694805194805195,0.946626327109151,-1.0,0.34084611012062055
target_train,AGC_003,AGC_056,11,0.8907115539899686,0.8181818181818183,0.903977031109114,0.0,0.3660368267909076
target_train,AGC_003,AGC_057,11,0.8728129462997102,0.7954545454545456,0.898143264951899,1.0,0.31184438151559757
target_train,AGC_003,AGC_058,11,0.8886932333108153,0.8261077119207026,0.9388103346136568,0.0,0.25879323063114623
target_train,AGC_003,AGC_059,11,0.7536981270735847,0.7484206978484693,0.8762049595040846,-1.0,0.3756859858219544
target_train,AGC_003,AGC_060,11,0.865065878274497,0.8149350649350652,0.937267243556056,0.0,0.2970569412747563
target_train,AGC_003,AGC_062,11,0.8101910702461901,0.7597402597402598,0.9468177289570683,-1.0,0.33790983101040084
target_train,AGC_003,AGC_064,11,0.8885760248964923,0.8311688311688314,0.911796967332355,0.0,0.32829798045976094
target_train,AGC_003,AGC_066,11,0.8391224333612168,0.7922077922077922,0.8610791165298601,0.0,0.4391029683608739
target_train,AGC_003,AGC_067,11,0.8102704888313146,0.8292207792207793,0.8281421909548171,0.0,0.3752351594059604
target_train,AGC_003,AGC_068,11,0.8460173339064748,0.7873523538282778,0.8812155128519062,1.0,0.3797647244036334
target_train,AGC_003,AGC_069,11,0.8956987585520413,0.8214285714285716,0.9269094435779763,0.0,0.2874072071293414
target_train,AGC_003,AGC_070,11,0.9397311653078944,0.8733766233766237,0.9397311653078944,0.0,0.24971573870537378
target_train,AGC_003,AGC_072,11,0.8838979893374662,0.8019480519480521,0.8843140883488673,0.0,0.3410826690087372
target_train,AGC_003,AGC_073,11,0.8462056536091584,0.7890198049235003,0.9468300596825238,-1.0,0.3113951085470122
target_train,AGC_003,AGC_074,11,0.9329376393859391,0.931818181818182,0.9329376393859391,0.0,0.2645935017768546
target_train,AGC_003,AGC_077,11,0.9054127778502956,0.8084415584415587,0.9193571923747,0.0,0.30118783911695857
